symbol,name,sector,hq,tier,fetched_at
BYD,Boyd Gaming,Consumer Discretionary,"Las Vegas, Nevada",sp400,2026-04-20T01:14:00+00:00
CACI,CACI International,Industrials,"Reston, Virginia",sp400,2026-04-20T01:14:00+00:00
CAR,Avis Budget Group,Industrials,"Parsippany, New Jersey",sp400,2026-04-20T01:14:00+00:00
CART,Maplebear Inc.,Consumer Staples,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
CAVA,Cava Group,Consumer Discretionary,"Washington, D.C.",sp400,2026-04-20T01:14:00+00:00
CBSH,Commerce Bancshares,Financials,"Kansas City, Missouri",sp400,2026-04-20T01:14:00+00:00
CBT,Cabot Corp,Materials,"Boston, Massachusetts",sp400,2026-04-20T01:14:00+00:00
CCK,Crown Holdings,Materials,"Yardley, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
CDP,COPT Defense Properties,Real Estate,"Columbia, Maryland",sp400,2026-04-20T01:14:00+00:00
CELH,Celsius Holdings,Consumer Staples,"Boca Raton, Florida",sp400,2026-04-20T01:14:00+00:00
CFR,Frost Bank,Financials,"San Antonio, Texas",sp400,2026-04-20T01:14:00+00:00
CG,Carlyle Group,Financials,"Washington, D.C.",sp400,2026-04-20T01:14:00+00:00
CGNX,Cognex,Information Technology,"Natick, Massachusetts",sp400,2026-04-20T01:14:00+00:00
CHDN,Churchill Downs Inc.,Consumer Discretionary,"Louisville, Kentucky",sp400,2026-04-20T01:14:00+00:00
CHE,Chemed Corp.,Health Care,"Cincinnati, Ohio",sp400,2026-04-20T01:14:00+00:00
CHH,Choice Hotels,Consumer Discretionary,"Rockville, Maryland",sp400,2026-04-20T01:14:00+00:00
CHRD,Chord Energy,Energy,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
CHWY,Chewy,Consumer Discretionary,"Plantation, Florida",sp400,2026-04-20T01:14:00+00:00
CLF,Cleveland-Cliffs,Materials,"Cleveland, Ohio",sp400,2026-04-20T01:14:00+00:00
CLH,Clean Harbors,Industrials,"Norwell, Massachusetts",sp400,2026-04-20T01:14:00+00:00
CMC,Commercial Metals,Materials,"Irving, Texas",sp400,2026-04-20T01:14:00+00:00
CNH,CNH Industrial,Industrials,"Amsterdam, Netherlands",sp400,2026-04-20T01:14:00+00:00
CNM,Core & Main,Industrials,"St. Louis, Missouri",sp400,2026-04-20T01:14:00+00:00
CNO,CNO Financial Group,Financials,"Carmel, Indiana",sp400,2026-04-20T01:14:00+00:00
CNX,CNX Resources,Energy,"Pittsburgh, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
CNXC,Concentrix,Industrials,"Newark, California",sp400,2026-04-20T01:14:00+00:00
COKE,Coca-Cola Consolidated,Consumer Staples,"Charlotte, North Carolina",sp400,2026-04-20T01:14:00+00:00
COLB,Columbia Banking System,Financials,"Tacoma, Washington",sp400,2026-04-20T01:14:00+00:00
COLM,Columbia Sportswear,Consumer Discretionary,"Portland, Oregon",sp400,2026-04-20T01:14:00+00:00
COTY,Coty,Consumer Staples,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
CPRI,Capri Holdings,Consumer Discretionary,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
CR,Crane,Industrials,"Stamford, Connecticut",sp400,2026-04-20T01:14:00+00:00
CRBG,Corebridge Financial,Financials,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
CROX,Crocs,Consumer Discretionary,"Broomfield, Colorado",sp400,2026-04-20T01:14:00+00:00
CRS,Carpenter Technology,Industrials,"Philadelphia, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
CRUS,Cirrus Logic,Information Technology,"Austin, Texas",sp400,2026-04-20T01:14:00+00:00
CSL,Carlisle Companies,Industrials,"Phoenix, Arizona",sp400,2026-04-20T01:14:00+00:00
CTRE,CareTrust REIT,Real Estate,"Dana Point, California",sp400,2026-04-20T01:14:00+00:00
CUBE,CubeSmart,Real Estate,"Malvern, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
CUZ,Cousins Properties,Real Estate,"Atlanta, Georgia",sp400,2026-04-20T01:14:00+00:00
CVLT,CommVault Systems,Information Technology,"Tinton Falls, New Jersey",sp400,2026-04-20T01:14:00+00:00
CW,Curtiss-Wright,Industrials,"Davidson, North Carolina",sp400,2026-04-20T01:14:00+00:00
CXT,Crane NXT,Information Technology,"Stamford, Connecticut",sp400,2026-04-20T01:14:00+00:00
CYTK,Cytokinetics,Health Care,"South San Francisco, California",sp400,2026-04-20T01:14:00+00:00
DAR,Darling Ingredients,Consumer Staples,,sp400,2026-04-20T01:14:00+00:00
DBX,Dropbox,Information Technology,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
DCI,Donaldson Company,Industrials,"Bloomington, Minnesota",sp400,2026-04-20T01:14:00+00:00
DINO,HF Sinclair,Energy,"Dallas, Texas",sp400,2026-04-20T01:14:00+00:00
DKS,Dick's Sporting Goods,Consumer Discretionary,"Coraopolis, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
DLB,Dolby,Information Technology,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
DOCN,DigitalOcean,Information Technology,"Broomfield, Colorado",sp400,2026-04-20T01:14:00+00:00
DOCS,Doximity,Health Care,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
DOCU,Docusign,Information Technology,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
DT,Dynatrace,Information Technology,"Waltham, Massachusetts",sp400,2026-04-20T01:14:00+00:00
DTM,DT Midstream,Energy,"Detroit, Michigan",sp400,2026-04-20T01:14:00+00:00
DUOL,Duolingo,Consumer Discretionary,"Pittsburgh, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
DY,Dycom Industries,Industrials,"Palm Beach Gardens, Florida",sp400,2026-04-20T01:14:00+00:00
EEFT,Euronet Worldwide,Financials,"Leawood, Kansas",sp400,2026-04-20T01:14:00+00:00
EGP,EastGroup Properties,Real Estate,,sp400,2026-04-20T01:14:00+00:00
EHC,Encompass Health,Health Care,"Birmingham, Alabama",sp400,2026-04-20T01:14:00+00:00
ELAN,Elanco,Health Care,"Greenfield, Indiana",sp400,2026-04-20T01:14:00+00:00
ELF,e.l.f. Beauty,Consumer Staples,"Oakland, California",sp400,2026-04-20T01:14:00+00:00
ELS,Equity Lifestyle Properties,Real Estate,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
ENS,EnerSys,Industrials,"Reading, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
ENSG,Ensign Group,Health Care,"San Juan Capistrano, California",sp400,2026-04-20T01:14:00+00:00
ENTG,Entegris,Information Technology,"Billerica, Massachusetts",sp400,2026-04-20T01:14:00+00:00
EPR,EPR Properties,Real Estate,"Kansas City, Missouri",sp400,2026-04-20T01:14:00+00:00
EQH,Equitable Holdings,Financials,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
ESAB,ESAB,Industrials,"North Bethesda, Maryland",sp400,2026-04-20T01:14:00+00:00
ESNT,Essent Group Ltd.,Financials,,sp400,2026-04-20T01:14:00+00:00
EVR,Evercore,Financials,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
EWBC,East West Bancorp,Financials,"Pasadena, California",sp400,2026-04-20T01:14:00+00:00
EXEL,Exelixis,Health Care,"Alameda, California",sp400,2026-04-20T01:14:00+00:00
EXLS,EXL Service,Industrials,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
EXP,Eagle Materials,Materials,"Dallas, Texas",sp400,2026-04-20T01:14:00+00:00
EXPO,"Exponent, Inc.",Industrials,"Menlo Park, California",sp400,2026-04-20T01:14:00+00:00
FAF,First American Financial Corporation,Financials,"Santa Ana, California",sp400,2026-04-20T01:14:00+00:00
FBIN,Fortune Brands Innovations,Industrials,"Deerfield, Illinois",sp400,2026-04-20T01:14:00+00:00
FCFS,FirstCash,Financials,"Fort Worth, Texas",sp400,2026-04-20T01:14:00+00:00
FCN,FTI Consulting,Industrials,"Washington, D.C.",sp400,2026-04-20T01:14:00+00:00
FFIN,First Financial Bankshares,Financials,"Cincinnati, Ohio",sp400,2026-04-20T01:14:00+00:00
FHI,Federated Hermes,Financials,"Pittsburgh, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
FHN,First Horizon,Financials,"Memphis, Tennessee",sp400,2026-04-20T01:14:00+00:00
FIVE,Five Below,Consumer Discretionary,"Philadelphia, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
FLEX,Flex Ltd.,Information Technology,"Austin, Texas",sp400,2026-04-20T01:14:00+00:00
FLG,Flagstar Bank,Financials,"Hicksville, New York",sp400,2026-04-20T01:14:00+00:00
FLO,Flowers Foods,Consumer Staples,"Thomasville, Georgia",sp400,2026-04-20T01:14:00+00:00
FLR,Fluor,Industrials,"Irving, Texas",sp400,2026-04-20T01:14:00+00:00
FLS,Flowserve,Industrials,"Irving, Texas",sp400,2026-04-20T01:14:00+00:00
FN,Fabrinet,Information Technology,"Santa Clara, California",sp400,2026-04-20T01:14:00+00:00
FNB,FNB Corporation,Financials,"Pittsburgh, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
FND,Floor & Decor,Consumer Discretionary,"Smyrna, Georgia",sp400,2026-04-20T01:14:00+00:00
FNF,Fidelity National Financial,Financials,"Jacksonville, Florida",sp400,2026-04-20T01:14:00+00:00
FOUR,Shift4,Financials,"Center Valley, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
FR,First Industrial Realty Trust,Real Estate,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
FTI,TechnipFMC,Energy,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
G,Genpact,Industrials,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
GAP,Gap Inc.,Consumer Discretionary,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
GATX,GATX,Industrials,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
GBCI,Glacier Bancorp,Financials,"Kalispell, Montana",sp400,2026-04-20T01:14:00+00:00
GEF,"Greif, Inc.",Materials,"Delaware, Ohio",sp400,2026-04-20T01:14:00+00:00
GGG,Graco Inc.,Industrials,"Minneapolis, Minnesota",sp400,2026-04-20T01:14:00+00:00
GHC,Graham Holdings,Consumer Discretionary,"Arlington County, Virginia",sp400,2026-04-20T01:14:00+00:00
GLPI,Gaming and Leisure Properties,Real Estate,"Wyomissing, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
GME,GameStop,Consumer Discretionary,"Grapevine, Texas",sp400,2026-04-20T01:14:00+00:00
GMED,Globus Medical,Health Care,"Audubon, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
GNTX,Gentex,Consumer Discretionary,"Zeeland, Michigan",sp400,2026-04-20T01:14:00+00:00
GPK,Graphic Packaging,Materials,"Atlanta, Georgia",sp400,2026-04-20T01:14:00+00:00
GT,Goodyear Tire & Rubber,Consumer Discretionary,"Akron, Ohio",sp400,2026-04-20T01:14:00+00:00
GTLS,Chart Industries,Industrials,,sp400,2026-04-20T01:14:00+00:00
GWRE,Guidewire Software,Information Technology,"San Mateo, California",sp400,2026-04-20T01:14:00+00:00
GXO,GXO Logistics,Industrials,"Greenwich, Connecticut",sp400,2026-04-20T01:14:00+00:00
H,Hyatt,Consumer Discretionary,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
HAE,Haemonetics,Health Care,"Boston, Massachusetts",sp400,2026-04-20T01:14:00+00:00
HALO,Halozyme,Health Care,"San Diego, California",sp400,2026-04-20T01:14:00+00:00
HGV,Hilton Grand Vacations,Consumer Discretionary,"Orlando, Florida",sp400,2026-04-20T01:14:00+00:00
HIMS,Hims & Hers Health,Health Care,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
HL,Hecla Mining,Materials,"Coeur d'Alene, Idaho",sp400,2026-04-20T01:14:00+00:00
HLI,Houlihan Lokey,Financials,"Los Angeles, California",sp400,2026-04-20T01:14:00+00:00
HLNE,Hamilton Lane,Financials,"Conshohocken, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
HOG,Harley-Davidson,Consumer Discretionary,"Milwaukee, Wisconsin",sp400,2026-04-20T01:14:00+00:00
HOMB,Home BancShares,Financials,"Conway, Arkansas",sp400,2026-04-20T01:14:00+00:00
HQY,HealthEquity,Health Care,"Draper, Utah",sp400,2026-04-20T01:14:00+00:00
HR,Healthcare Realty Trust,Real Estate,,sp400,2026-04-20T01:14:00+00:00
HRB,H&R Block,Consumer Discretionary,"Kansas City, Missouri",sp400,2026-04-20T01:14:00+00:00
HWC,Hancock Whitney,Financials,"Gulfport, Mississippi",sp400,2026-04-20T01:14:00+00:00
HXL,Hexcel,Industrials,"Stamford, Connecticut",sp400,2026-04-20T01:14:00+00:00
IBOC,Intl Bancshares Corp,Financials,"Laredo, Texas",sp400,2026-04-20T01:14:00+00:00
IDA,Idacorp,Utilities,"Boise, Idaho",sp400,2026-04-20T01:14:00+00:00
IDCC,InterDigital,Information Technology,"Wilmington, Delaware",sp400,2026-04-20T01:14:00+00:00
ILMN,"Illumina, Inc.",Health Care,"San Diego, California",sp400,2026-04-20T01:14:00+00:00
INGR,Ingredion,Consumer Staples,"Westchester, Illinois",sp400,2026-04-20T01:14:00+00:00
IPGP,IPG Photonics,Information Technology,"Oxford, Massachusetts",sp400,2026-04-20T01:14:00+00:00
IRT,IRT Living,Real Estate,,sp400,2026-04-20T01:14:00+00:00
ITT,ITT Inc.,Industrials,"Stamford, Connecticut",sp400,2026-04-20T01:14:00+00:00
JAZZ,Jazz Pharmaceuticals,Health Care,"Dublin, Ireland",sp400,2026-04-20T01:14:00+00:00
JEF,Jefferies,Financials,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
JHG,Janus Henderson,Financials,,sp400,2026-04-20T01:14:00+00:00
JLL,Jones Lang LaSalle,Real Estate,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
KBH,KB Home,Consumer Discretionary,"Los Angeles, California",sp400,2026-04-20T01:14:00+00:00
KBR,"KBR, Inc.",Industrials,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
KD,Kyndryl,Information Technology,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
KEX,Kirby Corporation,Industrials,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
KNF,Knife River Corporation,Materials,"Bismarck, North Dakota",sp400,2026-04-20T01:14:00+00:00
KNSL,Kinsale Capital Group,Financials,,sp400,2026-04-20T01:14:00+00:00
KNX,Knight-Swift,Industrials,"Phoenix, Arizona",sp400,2026-04-20T01:14:00+00:00
KRC,Kilroy Realty Corp,Real Estate,,sp400,2026-04-20T01:14:00+00:00
KRG,Kite Realty Group Trust,Real Estate,,sp400,2026-04-20T01:14:00+00:00
KTOS,Kratos Defense & Security Solutions,Industrials,"San Diego, California",sp400,2026-04-20T01:14:00+00:00
LAD,Lithia Motors,Consumer Discretionary,"Medford, Oregon",sp400,2026-04-20T01:14:00+00:00
LAMR,Lamar Advertising Company,Real Estate,"Baton Rouge, Louisiana",sp400,2026-04-20T01:14:00+00:00
LEA,Lear,Consumer Discretionary,"Southfield, Michigan",sp400,2026-04-20T01:14:00+00:00
LECO,Lincoln Electric,Industrials,"Euclid, Ohio",sp400,2026-04-20T01:14:00+00:00
LFUS,Littelfuse,Information Technology,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
LIVN,LivaNova,Health Care,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
LNTH,Lantheus Holdings,Health Care,,sp400,2026-04-20T01:14:00+00:00
LOPE,Grand Canyon Education,Consumer Discretionary,"Phoenix, Arizona",sp400,2026-04-20T01:14:00+00:00
LPX,Louisiana-Pacific,Materials,"Nashville, Tennessee",sp400,2026-04-20T01:14:00+00:00
LSCC,Lattice Semiconductor,Information Technology,"Hillsboro, Oregon",sp400,2026-04-20T01:14:00+00:00
LSTR,Landstar System,Industrials,"Jacksonville, Florida",sp400,2026-04-20T01:14:00+00:00
M,Macy's,Consumer Discretionary,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
MANH,Manhattan Associates,Information Technology,"Atlanta, Georgia",sp400,2026-04-20T01:14:00+00:00
MASI,Masimo,Health Care,"Irvine, California",sp400,2026-04-20T01:14:00+00:00
MAT,Mattel,Consumer Discretionary,"El Segundo, California",sp400,2026-04-20T01:14:00+00:00
MEDP,Medpace,Health Care,"Cincinnati, Ohio",sp400,2026-04-20T01:14:00+00:00
MIDD,Middleby,Industrials,"Elgin, Illinois",sp400,2026-04-20T01:14:00+00:00
MKSI,MKS Instruments,Information Technology,"Andover, Massachusetts",sp400,2026-04-20T01:14:00+00:00
MLI,Mueller Industries,Industrials,"Collierville, Tennessee",sp400,2026-04-20T01:14:00+00:00
MMS,Maximus Inc.,Industrials,"Tysons, Virginia",sp400,2026-04-20T01:14:00+00:00
MOG.A,Moog Inc.,Industrials,"Elma, New York",sp400,2026-04-20T01:14:00+00:00
MORN,"Morningstar, Inc.",Financials,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
MP,MP Materials,Materials,"Las Vegas, Nevada",sp400,2026-04-20T01:14:00+00:00
MSA,MSA Safety,Industrials,"Cranberry Township, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
MSM,MSC Industrial Direct,Industrials,"Melville, New York Davidson, North Carolina",sp400,2026-04-20T01:14:00+00:00
MTDR,Matador Resources,Energy,"Dallas, Texas",sp400,2026-04-20T01:14:00+00:00
MTG,MGIC Investment Corporation,Financials,"Milwaukee, Wisconsin",sp400,2026-04-20T01:14:00+00:00
MTN,Vail Resorts,Consumer Discretionary,"Broomfield, Colorado",sp400,2026-04-20T01:14:00+00:00
MTSI,MACOM Technology Solutions,Information Technology,"Lowell, Massachusetts",sp400,2026-04-20T01:14:00+00:00
MTZ,MasTec,Industrials,"Coral Gables, Florida",sp400,2026-04-20T01:14:00+00:00
MUR,Murphy Oil,Energy,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
MUSA,Murphy USA,Consumer Discretionary,"El Dorado, Arkansas",sp400,2026-04-20T01:14:00+00:00
MZTI,The Marzetti Company,Consumer Staples,"Westerville, Ohio",sp400,2026-04-20T01:14:00+00:00
NBIX,Neurocrine Biosciences,Health Care,"San Diego, California",sp400,2026-04-20T01:14:00+00:00
NEU,NewMarket Corporation,Materials,"Richmond, Virginia",sp400,2026-04-20T01:14:00+00:00
NFG,National Fuel Gas,Utilities,"Williamsville, New York",sp400,2026-04-20T01:14:00+00:00
NJR,New Jersey Resources,Utilities,"Wall Township, New Jersey",sp400,2026-04-20T01:14:00+00:00
NLY,Annaly Capital Management,Financials,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
NNN,NNN Reit,Real Estate,"Orlando, Florida",sp400,2026-04-20T01:14:00+00:00
NOV,NOV Inc.,Energy,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
NOVT,Novanta,Information Technology,,sp400,2026-04-20T01:14:00+00:00
NSA,National Storage Affiliates Trust,Real Estate,,sp400,2026-04-20T01:14:00+00:00
NTNX,Nutanix,Information Technology,"San Jose, California",sp400,2026-04-20T01:14:00+00:00
NVST,Envista Holdings,Health Care,,sp400,2026-04-20T01:14:00+00:00
NVT,nVent Electric plc,Industrials,,sp400,2026-04-20T01:14:00+00:00
NWE,NorthWestern Energy,Utilities,"Sioux Falls, South Dakota",sp400,2026-04-20T01:14:00+00:00
NXST,Nexstar Media Group,Communication Services,"Irving, Texas",sp400,2026-04-20T01:14:00+00:00
NXT,Nextpower,Industrials,"Fremont, California",sp400,2026-04-20T01:14:00+00:00
NYT,New York Times Company,Communication Services,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
OC,Owens Corning,Industrials,"Toledo, Ohio",sp400,2026-04-20T01:14:00+00:00
OGE,OGE Energy,Utilities,"Oklahoma City, Oklahoma",sp400,2026-04-20T01:14:00+00:00
OGS,One Gas,Utilities,"Tulsa, Oklahoma",sp400,2026-04-20T01:14:00+00:00
OHI,Omega Healthcare Investors,Real Estate,,sp400,2026-04-20T01:14:00+00:00
OKTA,"Okta, Inc.",Information Technology,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
OLED,Universal Display,Information Technology,"Ewing, New Jersey",sp400,2026-04-20T01:14:00+00:00
OLLI,Ollie's Bargain Outlet,Consumer Discretionary,"Harrisburg, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
OLN,Olin Corporation,Materials,"Clayton, Missouri",sp400,2026-04-20T01:14:00+00:00
ONB,Old National Bank,Financials,"Evansville, Indiana",sp400,2026-04-20T01:14:00+00:00
ONTO,Onto Innovation,Information Technology,"Wilmington, Massachusetts",sp400,2026-04-20T01:14:00+00:00
OPCH,Option Care Health,Health Care,,sp400,2026-04-20T01:14:00+00:00
ORA,Ormat Technologies,Utilities,"Reno, Nevada",sp400,2026-04-20T01:14:00+00:00
ORI,Old Republic International,Financials,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
OSK,Oshkosh,Industrials,"Oshkosh, Wisconsin",sp400,2026-04-20T01:14:00+00:00
OVV,Ovintiv,Energy,"Denver, Colorado",sp400,2026-04-20T01:14:00+00:00
OZK,Bank OZK,Financials,"Little Rock, Arkansas",sp400,2026-04-20T01:14:00+00:00
PAG,Penske Automotive Group,Consumer Discretionary,"Bloomfield Hills, Michigan",sp400,2026-04-20T01:14:00+00:00
PATH,UiPath,Information Technology,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
PB,Prosperity Bancshares,Financials,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
PBF,PBF Energy,Energy,"Parsippany, New Jersey",sp400,2026-04-20T01:14:00+00:00
PCTY,Paylocity,Industrials,"Schaumburg, Illinois",sp400,2026-04-20T01:14:00+00:00
PEGA,Pegasystems,Information Technology,"Waltham, Massachusetts",sp400,2026-04-20T01:14:00+00:00
PEN,"Penumbra, Inc.",Health Care,"Alameda, California",sp400,2026-04-20T01:14:00+00:00
